order_id,order_date,customer_id,customer_name,city,country,product_id,product_name,category,quantity,unit_price
1858,2023-10-03,C001,Anna Schmidt,Berlin,Germany,P001,Laptop Pro 14,Electronics,6,1225.99
1859,2023-06-22,C002,John Miller,Hamburg,Germany,P004,Standing Desk,Furniture,5,34.47
1860,2024-12-14,C004,Liam Dupont,Paris,France,P001,Laptop Pro 14,Electronics,2,128.02
1861,2024-03-17,C004,Liam Dupont,Paris,France,P005,4K Monitor,Electronics,7,990.42
1862,2023-05-18,C002,John Miller,Hamburg,Germany,P002,Wireless Mouse,Accessories,6,299.94
1863,2023-04-23,C002,John Miller,Hamburg,Germany,P004,Standing Desk,Furniture,3,766.36
1864,2023-03-02,C004,Liam Dupont,Paris,France,P005,4K Monitor,Electronics,4,298.82
1865,2024-02-23,C002,John Miller,Hamburg,Germany,P002,Wireless Mouse,Accessories,5,1474.85
1866,2023-06-20,C004,Liam Dupont,Paris,France,P005,4K Monitor,Electronics,2,1305.83
1867,2023-10-11,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,2,582.15
1868,2024-05-04,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,1,888.83
1869,2023-01-08,C004,Liam Dupont,Paris,France,P001,Laptop Pro 14,Electronics,1,115.06
1870,2023-01-08,C005,Maya Chen,Amsterdam,Netherlands,P001,Laptop Pro 14,Electronics,2,336.33
1871,2024-04-29,C004,Liam Dupont,Paris,France,P005,4K Monitor,Electronics,5,1399.89
1872,2024-11-29,C003,Sofia Rossi,Milan,Italy,P005,4K Monitor,Electronics,7,521.41
1873,2024-11-12,C003,Sofia Rossi,Milan,Italy,P003,Office Chair,Furniture,4,1412.96
1874,2023-12-05,C004,Liam Dupont,Paris,France,P004,Standing Desk,Furniture,1,1463.57
1875,2024-02-16,C001,Anna Schmidt,Berlin,Germany,P001,Laptop Pro 14,Electronics,8,1309.05
1876,2023-10-14,C002,John Miller,Hamburg,Germany,P001,Laptop Pro 14,Electronics,2,1306.78
1877,2024-11-05,C002,John Miller,Hamburg,Germany,P003,Office Chair,Furniture,8,937.07
1878,2023-01-04,C004,Liam Dupont,Paris,France,P005,4K Monitor,Electronics,7,998.84
1879,2023-11-30,C003,Sofia Rossi,Milan,Italy,P001,Laptop Pro 14,Electronics,6,1313.32
1880,2024-09-19,C004,Liam Dupont,Paris,France,P002,Wireless Mouse,Accessories,8,615.24
1881,2024-05-02,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,7,1410.15
1882,2024-12-30,C001,Anna Schmidt,Berlin,Germany,P004,Standing Desk,Furniture,5,920.58
1883,2023-03-31,C002,John Miller,Hamburg,Germany,P005,4K Monitor,Electronics,1,213.6
1884,2024-04-01,C003,Sofia Rossi,Milan,Italy,P005,4K Monitor,Electronics,8,272.88
1885,2023-06-24,C001,Anna Schmidt,Berlin,Germany,P004,Standing Desk,Furniture,4,383.95
1886,2023-01-30,C001,Anna Schmidt,Berlin,Germany,P001,Laptop Pro 14,Electronics,7,1490.21
1887,2023-08-14,C002,John Miller,Hamburg,Germany,P003,Office Chair,Furniture,7,1155.31
1888,2024-07-01,C003,Sofia Rossi,Milan,Italy,P004,Standing Desk,Furniture,2,1006.58
1889,2024-08-12,C004,Liam Dupont,Paris,France,P001,Laptop Pro 14,Electronics,6,1311.11
1890,2024-01-26,C005,Maya Chen,Amsterdam,Netherlands,P001,Laptop Pro 14,Electronics,6,581.09
1891,2023-04-29,C005,Maya Chen,Amsterdam,Netherlands,P004,Standing Desk,Furniture,4,354.74
1892,2024-08-29,C003,Sofia Rossi,Milan,Italy,P001,Laptop Pro 14,Electronics,2,156.48
1893,2023-11-17,C002,John Miller,Hamburg,Germany,P001,Laptop Pro 14,Electronics,6,212.94
1894,2024-08-27,C004,Liam Dupont,Paris,France,P005,4K Monitor,Electronics,1,483.43
1895,2023-11-24,C005,Maya Chen,Amsterdam,Netherlands,P002,Wireless Mouse,Accessories,7,1470.28
1896,2023-01-10,C003,Sofia Rossi,Milan,Italy,P002,Wireless Mouse,Accessories,4,182.21
1897,2023-10-31,C005,Maya Chen,Amsterdam,Netherlands,P004,Standing Desk,Furniture,6,238.43
1898,2023-10-18,C002,John Miller,Hamburg,Germany,P004,Standing Desk,Furniture,8,242.45
1899,2024-12-06,C002,John Miller,Hamburg,Germany,P001,Laptop Pro 14,Electronics,6,480.61
1900,2023-08-09,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,8,955.84
1901,2023-12-08,C004,Liam Dupont,Paris,France,P003,Office Chair,Furniture,7,111.75
1902,2023-02-23,C002,John Miller,Hamburg,Germany,P002,Wireless Mouse,Accessories,4,1058.1
1903,2024-11-06,C002,John Miller,Hamburg,Germany,P004,Standing Desk,Furniture,7,466.18
1904,2024-11-25,C002,John Miller,Hamburg,Germany,P001,Laptop Pro 14,Electronics,7,522.68
1905,2024-06-24,C004,Liam Dupont,Paris,France,P003,Office Chair,Furniture,7,601.82
1906,2024-07-15,C003,Sofia Rossi,Milan,Italy,P003,Office Chair,Furniture,4,1059.14
1907,2024-08-17,C004,Liam Dupont,Paris,France,P001,Laptop Pro 14,Electronics,3,502.04
1908,2024-08-14,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,8,990.59
1909,2023-05-29,C002,John Miller,Hamburg,Germany,P004,Standing Desk,Furniture,8,454.35
1910,2023-01-10,C002,John Miller,Hamburg,Germany,P002,Wireless Mouse,Accessories,4,1109.6
1911,2023-06-01,C003,Sofia Rossi,Milan,Italy,P005,4K Monitor,Electronics,2,1025.52
1912,2023-04-09,C004,Liam Dupont,Paris,France,P004,Standing Desk,Furniture,3,1390.83
1913,2023-05-01,C003,Sofia Rossi,Milan,Italy,P004,Standing Desk,Furniture,3,1418.97
1914,2024-10-04,C005,Maya Chen,Amsterdam,Netherlands,P003,Office Chair,Furniture,7,1455.35
1915,2024-02-11,C004,Liam Dupont,Paris,France,P002,Wireless Mouse,Accessories,1,200.23
1916,2024-01-20,C004,Liam Dupont,Paris,France,P003,Office Chair,Furniture,3,987.88
1917,2024-10-30,C001,Anna Schmidt,Berlin,Germany,P004,Standing Desk,Furniture,7,430.94
1918,2023-03-26,C004,Liam Dupont,Paris,France,P003,Office Chair,Furniture,1,202.0
1919,2024-08-09,C001,Anna Schmidt,Berlin,Germany,P004,Standing Desk,Furniture,4,58.96
1920,2023-04-07,C005,Maya Chen,Amsterdam,Netherlands,P004,Standing Desk,Furniture,5,1048.25
1921,2024-10-22,C005,Maya Chen,Amsterdam,Netherlands,P002,Wireless Mouse,Accessories,7,739.18
1922,2023-03-07,C004,Liam Dupont,Paris,France,P003,Office Chair,Furniture,3,171.68
1923,2023-01-21,C005,Maya Chen,Amsterdam,Netherlands,P002,Wireless Mouse,Accessories,7,1223.98
1924,2024-08-21,C004,Liam Dupont,Paris,France,P005,4K Monitor,Electronics,8,119.3
1925,2023-05-01,C005,Maya Chen,Amsterdam,Netherlands,P001,Laptop Pro 14,Electronics,4,1449.38
1926,2024-04-02,C002,John Miller,Hamburg,Germany,P005,4K Monitor,Electronics,3,32.85
1927,2023-07-31,C003,Sofia Rossi,Milan,Italy,P001,Laptop Pro 14,Electronics,1,215.0
1928,2023-02-05,C002,John Miller,Hamburg,Germany,P001,Laptop Pro 14,Electronics,5,1280.89
1929,2024-07-11,C001,Anna Schmidt,Berlin,Germany,P001,Laptop Pro 14,Electronics,5,561.25
1930,2023-02-17,C002,John Miller,Hamburg,Germany,P004,Standing Desk,Furniture,1,391.3
1931,2024-05-17,C005,Maya Chen,Amsterdam,Netherlands,P003,Office Chair,Furniture,8,231.29
1932,2024-06-06,C003,Sofia Rossi,Milan,Italy,P005,4K Monitor,Electronics,6,919.1
1933,2023-07-12,C002,John Miller,Hamburg,Germany,P001,Laptop Pro 14,Electronics,1,374.72
1934,2024-09-08,C002,John Miller,Hamburg,Germany,P003,Office Chair,Furniture,4,1437.2
1935,2024-09-29,C005,Maya Chen,Amsterdam,Netherlands,P002,Wireless Mouse,Accessories,6,434.16
1936,2024-10-27,C004,Liam Dupont,Paris,France,P001,Laptop Pro 14,Electronics,5,409.49
1937,2023-09-18,C002,John Miller,Hamburg,Germany,P004,Standing Desk,Furniture,8,147.8
1938,2023-10-03,C004,Liam Dupont,Paris,France,P002,Wireless Mouse,Accessories,4,129.07
1939,2023-06-07,C002,John Miller,Hamburg,Germany,P003,Office Chair,Furniture,3,644.04
1940,2024-09-10,C003,Sofia Rossi,Milan,Italy,P004,Standing Desk,Furniture,7,63.22
1941,2023-04-23,C002,John Miller,Hamburg,Germany,P001,Laptop Pro 14,Electronics,5,208.82
1942,2023-04-02,C005,Maya Chen,Amsterdam,Netherlands,P004,Standing Desk,Furniture,2,510.8
1943,2023-08-20,C003,Sofia Rossi,Milan,Italy,P003,Office Chair,Furniture,5,240.84
1944,2023-08-16,C003,Sofia Rossi,Milan,Italy,P001,Laptop Pro 14,Electronics,2,581.31
1945,2023-11-10,C004,Liam Dupont,Paris,France,P001,Laptop Pro 14,Electronics,2,284.2
1946,2024-12-18,C005,Maya Chen,Amsterdam,Netherlands,P004,Standing Desk,Furniture,2,805.22
1947,2023-02-19,C005,Maya Chen,Amsterdam,Netherlands,P003,Office Chair,Furniture,5,921.01
1948,2024-11-25,C002,John Miller,Hamburg,Germany,P003,Office Chair,Furniture,7,291.49
1949,2023-05-11,C005,Maya Chen,Amsterdam,Netherlands,P005,4K Monitor,Electronics,7,728.37
1950,2023-05-27,C003,Sofia Rossi,Milan,Italy,P001,Laptop Pro 14,Electronics,3,994.91
1951,2024-10-16,C004,Liam Dupont,Paris,France,P005,4K Monitor,Electronics,5,102.98
1952,2023-07-07,C003,Sofia Rossi,Milan,Italy,P002,Wireless Mouse,Accessories,7,1067.51
1953,2023-10-10,C004,Liam Dupont,Paris,France,P003,Office Chair,Furniture,8,765.79
1954,2023-03-31,C004,Liam Dupont,Paris,France,P005,4K Monitor,Electronics,4,475.15
1955,2024-10-11,C003,Sofia Rossi,Milan,Italy,P004,Standing Desk,Furniture,6,1271.74
1956,2023-06-19,C001,Anna Schmidt,Berlin,Germany,P001,Laptop Pro 14,Electronics,4,1418.68
1957,2024-07-21,C005,Maya Chen,Amsterdam,Netherlands,P001,Laptop Pro 14,Electronics,2,1121.53
1958,2023-05-20,C004,Liam Dupont,Paris,France,P001,Laptop Pro 14,Electronics,7,1023.62
1959,2024-09-23,C004,Liam Dupont,Paris,France,P004,Standing Desk,Furniture,2,623.07
1960,2023-12-20,C002,John Miller,Hamburg,Germany,P001,Laptop Pro 14,Electronics,7,1061.32
1961,2023-06-22,C002,John Miller,Hamburg,Germany,P005,4K Monitor,Electronics,1,920.88
1962,2023-05-17,C005,Maya Chen,Amsterdam,Netherlands,P002,Wireless Mouse,Accessories,3,135.81
1963,2024-01-24,C005,Maya Chen,Amsterdam,Netherlands,P003,Office Chair,Furniture,1,648.52
1964,2024-11-26,C002,John Miller,Hamburg,Germany,P003,Office Chair,Furniture,2,523.49
1965,2024-05-09,C002,John Miller,Hamburg,Germany,P005,4K Monitor,Electronics,2,452.85
1966,2024-10-08,C003,Sofia Rossi,Milan,Italy,P003,Office Chair,Furniture,4,28.3
1967,2024-10-20,C005,Maya Chen,Amsterdam,Netherlands,P004,Standing Desk,Furniture,4,1386.51
1968,2024-05-14,C005,Maya Chen,Amsterdam,Netherlands,P001,Laptop Pro 14,Electronics,8,1341.43
1969,2023-12-03,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,1,932.91
1970,2023-07-10,C003,Sofia Rossi,Milan,Italy,P003,Office Chair,Furniture,2,32.6
1971,2024-05-18,C004,Liam Dupont,Paris,France,P003,Office Chair,Furniture,1,174.47
1972,2024-05-14,C002,John Miller,Hamburg,Germany,P001,Laptop Pro 14,Electronics,3,630.81
1973,2024-02-09,C001,Anna Schmidt,Berlin,Germany,P002,Wireless Mouse,Accessories,5,358.49
1974,2023-07-06,C003,Sofia Rossi,Milan,Italy,P003,Office Chair,Furniture,6,656.8
1975,2024-11-03,C005,Maya Chen,Amsterdam,Netherlands,P003,Office Chair,Furniture,2,1484.32
1976,2024-03-20,C004,Liam Dupont,Paris,France,P002,Wireless Mouse,Accessories,3,546.76
1977,2023-10-19,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,4,188.23
1978,2023-12-06,C001,Anna Schmidt,Berlin,Germany,P002,Wireless Mouse,Accessories,7,646.06
1979,2024-11-12,C001,Anna Schmidt,Berlin,Germany,P002,Wireless Mouse,Accessories,4,1423.85
1980,2024-05-22,C003,Sofia Rossi,Milan,Italy,P001,Laptop Pro 14,Electronics,7,746.38
1981,2024-02-03,C002,John Miller,Hamburg,Germany,P003,Office Chair,Furniture,7,765.24
1982,2023-05-10,C002,John Miller,Hamburg,Germany,P001,Laptop Pro 14,Electronics,2,1194.25
1983,2023-08-31,C002,John Miller,Hamburg,Germany,P003,Office Chair,Furniture,1,1156.89
1984,2023-01-09,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,7,1465.25
1985,2023-03-26,C004,Liam Dupont,Paris,France,P004,Standing Desk,Furniture,5,441.28
1986,2023-07-11,C004,Liam Dupont,Paris,France,P002,Wireless Mouse,Accessories,3,1100.64
1987,2024-12-18,C002,John Miller,Hamburg,Germany,P003,Office Chair,Furniture,2,1299.65
1988,2023-04-16,C002,John Miller,Hamburg,Germany,P004,Standing Desk,Furniture,4,723.99
1989,2024-08-28,C005,Maya Chen,Amsterdam,Netherlands,P005,4K Monitor,Electronics,3,303.29
1990,2023-02-09,C002,John Miller,Hamburg,Germany,P002,Wireless Mouse,Accessories,2,220.14
1991,2024-09-23,C003,Sofia Rossi,Milan,Italy,P002,Wireless Mouse,Accessories,3,653.8
1992,2024-06-21,C002,John Miller,Hamburg,Germany,P001,Laptop Pro 14,Electronics,1,586.02
1993,2024-05-05,C003,Sofia Rossi,Milan,Italy,P002,Wireless Mouse,Accessories,4,520.86
1994,2023-11-08,C001,Anna Schmidt,Berlin,Germany,P005,4K Monitor,Electronics,7,974.71
1995,2023-12-26,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,6,438.82
1996,2023-07-06,C004,Liam Dupont,Paris,France,P002,Wireless Mouse,Accessories,6,1345.28
1997,2023-11-26,C001,Anna Schmidt,Berlin,Germany,P001,Laptop Pro 14,Electronics,1,999.14
1998,2024-09-13,C002,John Miller,Hamburg,Germany,P003,Office Chair,Furniture,8,438.24
1999,2024-05-18,C001,Anna Schmidt,Berlin,Germany,P004,Standing Desk,Furniture,3,397.09
2000,2024-11-16,C003,Sofia Rossi,Milan,Italy,P003,Office Chair,Furniture,5,189.5
2001,2024-01-06,C001,Anna Schmidt,Berlin,Germany,P005,4K Monitor,Electronics,3,513.54
2002,2023-10-10,C005,Maya Chen,Amsterdam,Netherlands,P005,4K Monitor,Electronics,6,376.42
2003,2023-04-19,C002,John Miller,Hamburg,Germany,P005,4K Monitor,Electronics,7,153.67
2004,2024-11-01,C002,John Miller,Hamburg,Germany,P005,4K Monitor,Electronics,2,85.53
2005,2023-03-18,C002,John Miller,Hamburg,Germany,P002,Wireless Mouse,Accessories,8,1390.11
2006,2024-04-30,C005,Maya Chen,Amsterdam,Netherlands,P005,4K Monitor,Electronics,6,469.68
2007,2023-07-16,C002,John Miller,Hamburg,Germany,P005,4K Monitor,Electronics,3,89.62
2008,2024-07-27,C004,Liam Dupont,Paris,France,P005,4K Monitor,Electronics,5,1340.09
2009,2023-05-01,C003,Sofia Rossi,Milan,Italy,P003,Office Chair,Furniture,8,954.05
2010,2024-05-30,C004,Liam Dupont,Paris,France,P001,Laptop Pro 14,Electronics,8,643.03
2011,2023-05-13,C001,Anna Schmidt,Berlin,Germany,P002,Wireless Mouse,Accessories,5,1052.64
2012,2024-12-11,C003,Sofia Rossi,Milan,Italy,P001,Laptop Pro 14,Electronics,1,1196.73
2013,2024-06-09,C002,John Miller,Hamburg,Germany,P004,Standing Desk,Furniture,8,1034.92
2014,2024-01-29,C001,Anna Schmidt,Berlin,Germany,P002,Wireless Mouse,Accessories,8,1132.32
2015,2023-07-31,C005,Maya Chen,Amsterdam,Netherlands,P004,Standing Desk,Furniture,7,920.65
2016,2024-08-29,C002,John Miller,Hamburg,Germany,P001,Laptop Pro 14,Electronics,3,868.55
2017,2024-06-21,C001,Anna Schmidt,Berlin,Germany,P005,4K Monitor,Electronics,8,768.13
2018,2023-10-02,C003,Sofia Rossi,Milan,Italy,P003,Office Chair,Furniture,4,462.14
2019,2024-06-30,C005,Maya Chen,Amsterdam,Netherlands,P001,Laptop Pro 14,Electronics,3,355.3
2020,2023-10-12,C002,John Miller,Hamburg,Germany,P003,Office Chair,Furniture,1,968.43
2021,2023-09-12,C002,John Miller,Hamburg,Germany,P003,Office Chair,Furniture,1,972.56
2022,2023-12-22,C002,John Miller,Hamburg,Germany,P005,4K Monitor,Electronics,2,27.06
2023,2024-12-23,C005,Maya Chen,Amsterdam,Netherlands,P003,Office Chair,Furniture,6,147.79
2024,2024-09-18,C005,Maya Chen,Amsterdam,Netherlands,P003,Office Chair,Furniture,3,627.31
2025,2023-01-11,C003,Sofia Rossi,Milan,Italy,P003,Office Chair,Furniture,1,948.28
2026,2023-01-17,C003,Sofia Rossi,Milan,Italy,P002,Wireless Mouse,Accessories,5,285.68
2027,2024-12-05,C005,Maya Chen,Amsterdam,Netherlands,P005,4K Monitor,Electronics,2,1090.84
2028,2023-08-14,C004,Liam Dupont,Paris,France,P003,Office Chair,Furniture,4,1229.85
2029,2024-02-09,C003,Sofia Rossi,Milan,Italy,P003,Office Chair,Furniture,4,882.95
2030,2024-03-20,C002,John Miller,Hamburg,Germany,P004,Standing Desk,Furniture,4,1101.47
2031,2023-07-05,C003,Sofia Rossi,Milan,Italy,P002,Wireless Mouse,Accessories,8,163.19
2032,2024-05-17,C004,Liam Dupont,Paris,France,P002,Wireless Mouse,Accessories,3,303.57
2033,2023-07-01,C002,John Miller,Hamburg,Germany,P003,Office Chair,Furniture,1,482.49
2034,2023-03-15,C004,Liam Dupont,Paris,France,P005,4K Monitor,Electronics,4,127.44
2035,2024-02-17,C004,Liam Dupont,Paris,France,P002,Wireless Mouse,Accessories,8,1365.97
2036,2023-01-13,C001,Anna Schmidt,Berlin,Germany,P005,4K Monitor,Electronics,3,1096.98
2037,2023-04-23,C005,Maya Chen,Amsterdam,Netherlands,P001,Laptop Pro 14,Electronics,7,591.39
2038,2023-03-27,C001,Anna Schmidt,Berlin,Germany,P001,Laptop Pro 14,Electronics,3,391.31
2039,2023-01-10,C003,Sofia Rossi,Milan,Italy,P002,Wireless Mouse,Accessories,1,1193.79
2040,2023-03-29,C001,Anna Schmidt,Berlin,Germany,P005,4K Monitor,Electronics,6,1282.76
2041,2024-03-30,C002,John Miller,Hamburg,Germany,P002,Wireless Mouse,Accessories,8,1145.52
2042,2023-09-07,C002,John Miller,Hamburg,Germany,P003,Office Chair,Furniture,6,731.39
2043,2023-05-07,C001,Anna Schmidt,Berlin,Germany,P005,4K Monitor,Electronics,5,950.54
2044,2023-04-16,C001,Anna Schmidt,Berlin,Germany,P001,Laptop Pro 14,Electronics,2,828.35
2045,2023-08-18,C005,Maya Chen,Amsterdam,Netherlands,P004,Standing Desk,Furniture,3,26.79
2046,2023-12-28,C001,Anna Schmidt,Berlin,Germany,P002,Wireless Mouse,Accessories,7,593.44
2047,2023-04-26,C003,Sofia Rossi,Milan,Italy,P002,Wireless Mouse,Accessories,7,1037.98
2048,2023-10-16,C004,Liam Dupont,Paris,France,P002,Wireless Mouse,Accessories,2,356.17
2049,2023-03-28,C003,Sofia Rossi,Milan,Italy,P001,Laptop Pro 14,Electronics,6,199.57
2050,2024-06-27,C001,Anna Schmidt,Berlin,Germany,P005,4K Monitor,Electronics,3,287.65
2051,2023-06-03,C003,Sofia Rossi,Milan,Italy,P005,4K Monitor,Electronics,3,1027.16
2052,2023-04-17,C003,Sofia Rossi,Milan,Italy,P005,4K Monitor,Electronics,5,538.87
2053,2024-12-29,C003,Sofia Rossi,Milan,Italy,P004,Standing Desk,Furniture,6,1401.0
2054,2023-05-31,C001,Anna Schmidt,Berlin,Germany,P001,Laptop Pro 14,Electronics,3,1172.23
2055,2024-05-04,C003,Sofia Rossi,Milan,Italy,P002,Wireless Mouse,Accessories,7,683.88
2056,2023-10-13,C001,Anna Schmidt,Berlin,Germany,P001,Laptop Pro 14,Electronics,7,1440.39
2057,2023-07-06,C002,John Miller,Hamburg,Germany,P001,Laptop Pro 14,Electronics,6,1492.29
2058,2024-05-07,C004,Liam Dupont,Paris,France,P003,Office Chair,Furniture,6,753.95
2059,2024-10-31,C004,Liam Dupont,Paris,France,P005,4K Monitor,Electronics,6,228.88
2060,2024-07-05,C002,John Miller,Hamburg,Germany,P004,Standing Desk,Furniture,7,835.28
2061,2024-08-17,C005,Maya Chen,Amsterdam,Netherlands,P004,Standing Desk,Furniture,4,592.33
2062,2023-08-29,C004,Liam Dupont,Paris,France,P005,4K Monitor,Electronics,4,1062.06
2063,2023-01-18,C003,Sofia Rossi,Milan,Italy,P001,Laptop Pro 14,Electronics,4,1491.01
2064,2023-04-23,C003,Sofia Rossi,Milan,Italy,P005,4K Monitor,Electronics,8,1437.48
2065,2023-05-23,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,6,1276.91
2066,2024-07-18,C003,Sofia Rossi,Milan,Italy,P004,Standing Desk,Furniture,3,1257.0
2067,2023-02-27,C004,Liam Dupont,Paris,France,P002,Wireless Mouse,Accessories,4,1246.04
2068,2023-01-27,C002,John Miller,Hamburg,Germany,P001,Laptop Pro 14,Electronics,3,581.75
2069,2024-11-09,C004,Liam Dupont,Paris,France,P003,Office Chair,Furniture,1,1059.57
2070,2023-06-11,C005,Maya Chen,Amsterdam,Netherlands,P001,Laptop Pro 14,Electronics,8,1260.22
2071,2023-09-08,C001,Anna Schmidt,Berlin,Germany,P002,Wireless Mouse,Accessories,6,233.38
2072,2023-07-06,C001,Anna Schmidt,Berlin,Germany,P001,Laptop Pro 14,Electronics,7,245.83
2073,2023-12-12,C004,Liam Dupont,Paris,France,P002,Wireless Mouse,Accessories,5,718.52
2074,2023-03-03,C004,Liam Dupont,Paris,France,P001,Laptop Pro 14,Electronics,5,189.12
2075,2023-01-12,C001,Anna Schmidt,Berlin,Germany,P005,4K Monitor,Electronics,3,767.36
2076,2023-09-22,C004,Liam Dupont,Paris,France,P004,Standing Desk,Furniture,8,842.38
2077,2024-03-09,C005,Maya Chen,Amsterdam,Netherlands,P005,4K Monitor,Electronics,5,1071.3
2078,2023-05-09,C002,John Miller,Hamburg,Germany,P003,Office Chair,Furniture,2,794.21
2079,2023-07-08,C002,John Miller,Hamburg,Germany,P004,Standing Desk,Furniture,1,347.89
2080,2024-04-24,C005,Maya Chen,Amsterdam,Netherlands,P005,4K Monitor,Electronics,2,1229.42
2081,2023-06-18,C004,Liam Dupont,Paris,France,P003,Office Chair,Furniture,7,1245.2
2082,2023-04-22,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,7,312.23
2083,2023-12-10,C001,Anna Schmidt,Berlin,Germany,P001,Laptop Pro 14,Electronics,6,914.71
2084,2023-04-20,C001,Anna Schmidt,Berlin,Germany,P002,Wireless Mouse,Accessories,5,265.07
2085,2023-11-13,C001,Anna Schmidt,Berlin,Germany,P002,Wireless Mouse,Accessories,1,1140.87
2086,2023-02-03,C002,John Miller,Hamburg,Germany,P005,4K Monitor,Electronics,4,966.62
2087,2024-08-01,C002,John Miller,Hamburg,Germany,P003,Office Chair,Furniture,2,1465.58
2088,2023-11-19,C001,Anna Schmidt,Berlin,Germany,P005,4K Monitor,Electronics,8,92.38
2089,2023-10-17,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,1,1471.3
2090,2024-02-05,C004,Liam Dupont,Paris,France,P005,4K Monitor,Electronics,4,488.85
2091,2024-05-30,C003,Sofia Rossi,Milan,Italy,P002,Wireless Mouse,Accessories,2,513.69
2092,2024-01-27,C001,Anna Schmidt,Berlin,Germany,P005,4K Monitor,Electronics,3,59.94
2093,2023-06-05,C004,Liam Dupont,Paris,France,P005,4K Monitor,Electronics,1,452.93
2094,2023-08-26,C004,Liam Dupont,Paris,France,P001,Laptop Pro 14,Electronics,2,1430.41
2095,2024-05-28,C002,John Miller,Hamburg,Germany,P002,Wireless Mouse,Accessories,3,1490.29
2096,2023-05-15,C005,Maya Chen,Amsterdam,Netherlands,P005,4K Monitor,Electronics,6,685.03
2097,2024-03-17,C003,Sofia Rossi,Milan,Italy,P003,Office Chair,Furniture,6,944.62
2098,2024-09-17,C001,Anna Schmidt,Berlin,Germany,P004,Standing Desk,Furniture,4,333.01
2099,2024-05-24,C005,Maya Chen,Amsterdam,Netherlands,P001,Laptop Pro 14,Electronics,3,861.18
2100,2023-11-13,C001,Anna Schmidt,Berlin,Germany,P001,Laptop Pro 14,Electronics,3,1155.32
2101,2023-11-18,C005,Maya Chen,Amsterdam,Netherlands,P001,Laptop Pro 14,Electronics,8,163.82
2102,2024-08-13,C002,John Miller,Hamburg,Germany,P003,Office Chair,Furniture,3,125.54
2103,2024-12-28,C003,Sofia Rossi,Milan,Italy,P003,Office Chair,Furniture,2,129.92
2104,2024-03-28,C004,Liam Dupont,Paris,France,P003,Office Chair,Furniture,8,1468.26
2105,2023-10-21,C002,John Miller,Hamburg,Germany,P001,Laptop Pro 14,Electronics,8,83.4
2106,2024-06-08,C004,Liam Dupont,Paris,France,P004,Standing Desk,Furniture,3,675.22
2107,2024-02-28,C005,Maya Chen,Amsterdam,Netherlands,P003,Office Chair,Furniture,6,148.15
2108,2024-11-29,C005,Maya Chen,Amsterdam,Netherlands,P004,Standing Desk,Furniture,5,1319.18
2109,2023-09-08,C001,Anna Schmidt,Berlin,Germany,P005,4K Monitor,Electronics,1,1118.04
2110,2023-10-25,C005,Maya Chen,Amsterdam,Netherlands,P001,Laptop Pro 14,Electronics,3,1283.26
2111,2023-08-17,C004,Liam Dupont,Paris,France,P002,Wireless Mouse,Accessories,7,1284.4
2112,2024-04-24,C004,Liam Dupont,Paris,France,P004,Standing Desk,Furniture,2,539.68
2113,2023-04-21,C005,Maya Chen,Amsterdam,Netherlands,P004,Standing Desk,Furniture,2,151.59
2114,2023-03-08,C004,Liam Dupont,Paris,France,P004,Standing Desk,Furniture,4,617.24
2115,2024-05-02,C003,Sofia Rossi,Milan,Italy,P003,Office Chair,Furniture,8,338.64
2116,2023-06-09,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,8,81.47
2117,2023-02-02,C004,Liam Dupont,Paris,France,P002,Wireless Mouse,Accessories,4,497.28
2118,2024-01-06,C005,Maya Chen,Amsterdam,Netherlands,P004,Standing Desk,Furniture,1,1406.28
2119,2023-01-24,C004,Liam Dupont,Paris,France,P004,Standing Desk,Furniture,4,104.76
2120,2023-03-27,C004,Liam Dupont,Paris,France,P003,Office Chair,Furniture,5,962.64
2121,2023-11-02,C002,John Miller,Hamburg,Germany,P001,Laptop Pro 14,Electronics,5,622.48
2122,2023-09-23,C004,Liam Dupont,Paris,France,P004,Standing Desk,Furniture,4,1012.73
2123,2024-03-14,C002,John Miller,Hamburg,Germany,P001,Laptop Pro 14,Electronics,2,1345.06
2124,2024-03-05,C003,Sofia Rossi,Milan,Italy,P003,Office Chair,Furniture,3,317.94
2125,2024-03-23,C004,Liam Dupont,Paris,France,P004,Standing Desk,Furniture,3,1449.25
2126,2024-07-28,C003,Sofia Rossi,Milan,Italy,P005,4K Monitor,Electronics,7,1238.95
2127,2024-08-15,C005,Maya Chen,Amsterdam,Netherlands,P002,Wireless Mouse,Accessories,2,1091.02
